trial,odour,conc,percent,gb,normalized
15,Dodecyl Aldehyde,0.01,134.3990102,Good,125.5946901
15,Dodecyl Aldehyde,0.1,90.66988998,Good,89.70980331
15,Dodecyl Aldehyde,1,97.91065062,Good,97.86606526
15,Dodecyl Aldehyde,10,71.10212394,Good,59.35722526
15,Ethyl Palmitate,0.01,113.2012929,Good,111.6617863
15,Ethyl Palmitate,0.1,107.2732609,Good,106.7801247
15,Ethyl Palmitate,1,95.89490758,Good,95.71917578
15,Ethyl Palmitate,10,85.25130571,Good,82.69974381
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,94.0109895,Good,93.62945701
15,Methyl Palmitate,0.1,81.11141142,Good,76.71278523
15,Methyl Palmitate,1,88.41062836,Good,86.89142714
15,Methyl Palmitate,10,127.8218305,Good,121.7661024
15,2-Heptanone,0.01,102.3337739,Good,102.280551
15,2-Heptanone,0.1,111.6807503,Good,110.4590543
15,2-Heptanone,1,100.1875826,Good,100.1872314
15,2-Heptanone,10,78.06976336,Good,71.90943626
15,trans-Nerolidol,0.01,95.00317569,Good,94.74036075
15,trans-Nerolidol,0.1,67.55937767,Good,51.98205868
15,trans-Nerolidol,1,116.4977573,Good,114.1614377
15,trans-Nerolidol,10,100.8423108,Good,100.8352752
15,Octadecanol,0.01,74.81801826,Good,66.34235666
15,Octadecanol,0.1,73.70968963,Good,64.33262642
15,Octadecanol,1,100.6054629,Good,100.6018191
15,Octadecanol,10,52.712677,Good,10.29231356
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,79.92999283,Good,74.89051799
15,Methyl Palmitate,0.1,96.07078552,Good,95.91008394
15,Methyl Palmitate,1,79.64429163,Good,74.44172337
15,Methyl Palmitate,10,46.88567414,Good,-13.28476518
15,Geraniol,0.01,55.79938269,Good,20.78654783
15,Geraniol,0.1,102.8529751,Good,102.7738382
15,Geraniol,1,88.58106517,Good,87.10905677
15,Geraniol,10,81.3139856,Good,77.01992558
15,Methyl Palmitate,0.01,67.54597811,Good,51.95269534
15,Methyl Palmitate,0.1,84.12472255,Good,81.12887987
15,Methyl Palmitate,1,101.3876207,Good,101.3686293
15,Methyl Palmitate,10,77.26906221,Good,70.58209697
15,Butyric Acid,0.01,98.06720835,Good,98.02911526
15,Butyric Acid,0.1,84.07480071,Good,81.05829671
15,Butyric Acid,1,88.91061163,Good,87.52748613
15,Butyric Acid,10,73.80054634,Good,64.49964809
15,Butyric Acid,10,68.7273255,Good,54.49746622
15,Hexane,0,100,Good,100
15,Methyl Palmitate,0.01,73.67532162,Good,64.2693404
15,Methyl Palmitate,0.1,72.70033334,Good,62.44904884
15,Methyl Palmitate,1,87.49893187,Good,85.71289059
15,Methyl Palmitate,10,96.33345729,Good,96.19390519
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,62.85191852,Good,40.89586704
16,Methyl Palmitate,0.1,115.4285926,Good,113.3663526
16,Methyl Palmitate,1,78.60639329,Good,72.78388459
16,Methyl Palmitate,10,55.29862546,Bad,19.16367873
16,Methyl Palmitate,10,47.53869921,Bad,-10.35493539
16,2-Heptanol,0.01,76.67558276,Good,69.58038479
16,2-Heptanol,0.1,43.71052481,Good,-28.77785256
16,2-Heptanol,1,53.86648831,Good,14.35582098
16,2-Heptanol,10,95.73398873,Good,95.5438906
16,Methyl Palmitate,0.01,55.25954105,Good,19.03577535
16,Methyl Palmitate,0.1,98.16815133,Good,98.13396845
16,Methyl Palmitate,1,77.95084124,Good,71.71402077
16,Methyl Palmitate,10,72.00803376,Good,61.12660661
16,Heptadecane,0.01,142.6527062,Good,129.8996825
16,Heptadecane,0.1,87.10892809,Good,85.20120475
16,Heptadecane,1,86.38927257,Good,84.2448871
16,Heptadecane,10,100.8018392,Good,100.7954609
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,94.44626515,Good,94.11968823
16,Methyl Palmitate,0.1,92.86678175,Good,92.31886998
16,Methyl Palmitate,1,100.7620549,Good,100.7562915
16,Methyl Palmitate,10,63.65523065,Good,42.90371901
16,Methyl Oleate,0.01,58.1091435,Good,27.91004309
16,Methyl Oleate,0.1,106.5915896,Good,106.1839678
16,Methyl Oleate,1,33.46363846,Bad,-98.83182048
16,Methyl Oleate,10,95.96347258,Good,95.79368345
16,Octanoic Acid,0.01,57.71022039,Good,26.72046766
16,Octanoic Acid,0.1,101.0370435,Good,101.0263993
16,Octanoic Acid,1,63.71618803,Good,43.05401329
16,Octanoic Acid,10,48.75925827,Good,-5.089255955
16,Hexadecanal,0.01,69.77154528,Good,56.67509641
16,Hexadecanal,0.1,44.62871087,Good,-24.07100284
16,Hexadecanal,1,38.54678068,Good,-59.42503691
16,Hexadecanal,10,57.83891285,Good,27.10601727
16,2-Hydroxyhexanoic Acid (DCM),0.01,82.26596549,Good,78.44304822
16,2-Hydroxyhexanoic Acid (DCM),0.1,64.54392066,Good,45.06674064
16,2-Hydroxyhexanoic Acid (DCM),1,146.2878557,Good,131.6416257
16,2-Hydroxyhexanoic Acid (DCM),10,94.99304802,Good,94.72913851
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,110.6275244,Good,109.6065825
16,Methyl Palmitate,0.1,24.56193702,Bad,-207.1340136
16,Methyl Palmitate,0.1,96.47501165,Good,96.34621619
16,Methyl Palmitate,1,107.2355889,Good,106.7473765
16,Methyl Palmitate,1,86.22503046,Bad,84.02439586
16,Methyl Palmitate,10,116.0622396,Good,113.8393328
16,2-Nonanal,0.01,136.1276576,Good,126.5395425
16,2-Nonanal,0.1,127.5777981,Good,121.6164556
16,2-Nonanal,1,69.06915795,Bad,55.21757761
16,2-Nonanal,1,141.0386721,Good,129.0974606
16,2-Nonanal,10,150.0019927,Good,133.334219
16,Heptacosane,0.01,103.4838606,Good,103.3665738
16,Heptacosane,0.1,165.9356796,Good,139.7356854
16,Heptacosane,1,120.8221736,Good,117.2337353
16,Heptacosane,10,151.7186805,Good,134.0885383
16,Dodecyl Aldehyde,0.01,80.80299624,Good,76.24221298
16,Dodecyl Aldehyde,0.1,114.0680661,Good,112.3330452
16,Dodecyl Aldehyde,1,162.1901775,Good,138.3439851
16,Dodecyl Aldehyde,10,194.5563501,Good,148.6010094
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,149.8429682,Good,133.2634683
16,Methyl Palmitate,0.1,176.2868265,Good,143.2742639
16,Methyl Palmitate,1,149.242026,Good,132.994745
16,Methyl Palmitate,10,155.1010657,Good,135.5259104
16,Geraniol,0.01,135.9193899,Good,126.42698
16,Geraniol,0.1,153.1067333,Good,134.6860861
16,Geraniol,1,140.0340646,Good,128.5888042
16,Geraniol,10,116.2708493,Good,113.9939197
16,Ethyl Palmitate,0.01,97.63403236,Good,97.57669781
16,Ethyl Palmitate,0.1,148.3897545,Good,132.6099027
16,Ethyl Palmitate,1,125.5451847,Good,120.347403
16,Ethyl Palmitate,10,74.09498666,Bad,65.03810243
16,Ethyl Palmitate,10,122.7427047,Good,118.5287629
16,Palmitic Acid,10,111.1623882,Good,110.0415153
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,88.16652996,Bad,86.57827404
16,Methyl Palmitate,0.01,111.0502011,Good,109.9506358
16,Methyl Palmitate,0.1,81.17018283,Good,76.80205155
16,Methyl Palmitate,0.1,58.23352526,Bad,28.27761234
16,Methyl Palmitate,1,125.6933104,Good,120.4412712
16,Methyl Palmitate,10,109.1296603,Good,108.3658835
16,Butyric Acid,0.01,112.5847449,Good,111.1780196
16,Butyric Acid,0.1,102.9258307,Good,102.8426593
16,Butyric Acid,1,94.44669493,Good,94.12017004
16,Butyric Acid,10,97.78818125,Good,97.7381533
16,2-Heptanone,0.01,84.49212216,Good,81.6457707
16,2-Heptanone,0.1,95.3701308,Good,95.14536768
16,2-Heptanone,1,103.9509899,Good,103.8008199
16,2-Heptanone,10,43.01972199,Good,-32.45152542
16,trans-Nerolidol,0.01,84.74265396,Good,81.99567122
16,trans-Nerolidol,0.1,71.69609276,Good,60.52238532
16,trans-Nerolidol,1,59.59414006,Good,32.19826665
16,trans-Nerolidol,10,71.14515668,Good,59.44229423
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,79.08490803,Good,73.55362421
16,Methyl Palmitate,0.1,58.78861992,Good,29.89905167
16,Methyl Palmitate,1,120.8846098,Good,117.2764836
16,Methyl Palmitate,10,138.986761,Good,128.0507012
16,Benzoic Acid,0.01,102.8721267,Good,102.7919387
16,Benzoic Acid,0.1,86.91877597,Good,84.95005955
16,Benzoic Acid,1,136.8194274,Good,126.9109644
16,Benzoic Acid,10,73.25131329,Good,63.48367625
16,Methyl Palmitate,0.01,85.84797026,Good,83.51500951
16,Methyl Palmitate,0.1,82.14680727,Good,78.26672353
16,Methyl Palmitate,1,101.6488466,Good,101.6221007
16,Methyl Palmitate,10,82.70407166,Good,79.08696877
16,Octadecanol,0.01,95.12821584,Good,94.87871804
16,Octadecanol,0.1,104.1258082,Good,103.96233
16,Octadecanol,1,135.6537176,Good,126.2828902
16,Octadecanol,10,123.0866884,Good,118.7564461
16,Hexane,0,100,Good,100
16,Methyl Palmitate,0.01,127.4865973,Good,121.5603819
16,Methyl Palmitate,0.1,123.6494899,Good,119.1262333
16,Methyl Palmitate,1,139.6161858,Good,128.3750667
16,Methyl Palmitate,10,134.7204425,Good,125.7722153
17,Hexane,0,100,Good,100
17,Methyl Palmitate,0.01,145.1097844,Good,131.0866594
17,Methyl Palmitate,0.1,86.81489286,Good,84.81239024
17,Methyl Palmitate,1,262.2303326,Good,161.8655863
17,Methyl Palmitate,10,189.4416067,Good,147.2132855
17,Octadecanol,0.01,208.3914599,Good,152.0133886
17,Octadecanol,0.1,205.0644014,Good,151.2348319
17,Octadecanol,1,206.3995904,Good,151.5502914
17,Octadecanol,10,116.2127359,Bad,113.9509115
17,Octadecanol,10,133.9974867,Good,125.3717346
17,Benzoic Acid,0.01,208.6593308,Good,152.0749925
17,Benzoic Acid,0.1,230.1168299,Good,156.543813
17,Benzoic Acid,1,197.8552862,Good,149.4580095
17,Benzoic Acid,10,152.6188769,Good,134.4773058
17,Geraniol,0.01,119.458698,Good,116.2890592
17,Geraniol,0.1,141.4528276,Good,129.305054
17,Geraniol,1,130.1602104,Good,123.1716054
17,Geraniol,10,220.7339443,Good,154.6965917
17,Hexane,0,100,Good,100
17,Methyl Palmitate,0.01,132.007019,Good,124.2464524
17,Methyl Palmitate,0.1,131.7536022,Good,124.1007469
17,Methyl Palmitate,1,190.9699165,Good,147.6357314
17,Methyl Palmitate,10,97.11682822,Good,97.03123359
17,Methyl Palmitate,10,76.70135661,Bad,69.62420951
17,Butyric Acid,0.01,124.4129433,Good,119.6225109
17,Butyric Acid,0.01,83.67947958,Bad,80.49638871
17,Butyric Acid,0.01,98.54563984,Bad,98.52417605
17,Butyric Acid,0.1,94.57222857,Good,94.2607132
17,Butyric Acid,1,75.56923198,Good,67.67101189
17,Butyric Acid,10,183.0533767,Good,145.3711252
17,Palmitic Acid,10,153.2313312,Good,134.7391952
17,2-Heptanone,0.01,104.6298504,Good,104.4249805
17,2-Heptanone,0.1,119.7152814,Good,116.4684752
17,2-Heptanone,1,115.4507911,Good,113.3830102
17,2-Heptanone,10,112.6598937,Good,111.2372676
17,Hexane,0,100,Good,100
17,Methyl Palmitate,0.01,183.2025737,Good,145.415614
17,Methyl Palmitate,0.1,74.78967116,Bad,66.29169717
17,Methyl Palmitate,0.1,175.1692817,Good,142.9123651
17,Methyl Palmitate,1,140.3165211,Good,128.7325547
17,Methyl Palmitate,10,79.9501459,Good,74.92205439
17,Ethyl Palmitate,0.01,102.9670491,Good,102.881552
17,Ethyl Palmitate,0.01,92.77461218,Bad,92.21189111
17,Ethyl Palmitate,1,201.9509535,Good,150.4830266
17,Ethyl Palmitate,10,104.4609577,Bad,104.2704545
17,Ethyl Palmitate,10,231.3277818,Good,156.7712969
17,trans-Nerolidol,0.01,177.5407006,Good,143.6748871
17,trans-Nerolidol,0.1,105.4637259,Good,105.1806684
17,trans-Nerolidol,1,150.0295121,Good,133.3464472
17,trans-Nerolidol,10,175.142774,Good,142.9037249
17,trans-Nerolidol,10,44.97150106,Bad,-22.36304692
17,Dodecyl Aldehyde,0.01,83.98244336,Good,80.92749389
17,Dodecyl Aldehyde,0.1,86.64238048,Good,84.58304187
17,Dodecyl Aldehyde,1,78.28681659,Good,72.2645723
17,Dodecyl Aldehyde,10,96.55531948,Good,96.43242802
17,Hexane,0,100,Good,100
17,Methyl Palmitate,0.01,166.1444701,Good,139.8114184
17,Methyl Palmitate,0.1,89.39221031,Good,88.13342946
17,Methyl Palmitate,1,138.3887871,Good,127.7398104
17,Methyl Palmitate,10,226.9855565,Good,155.9443334
17,Hexadecanal,0.01,49.67983973,Bad,-1.288894149
17,Hexadecanal,0.1,126.4856819,Good,120.9396681
17,Hexadecanal,1,147.0680511,Good,132.0042666
17,Hexadecanal,10,114.7414954,Good,112.8475713
17,2-Nonanal,0.01,56.48796417,Good,22.97113825
17,2-Nonanal,0.1,175.4211622,Good,142.994335
17,2-Nonanal,1,106.3092682,Good,105.9348243
17,2-Nonanal,10,118.9321036,Good,115.9184132
17,2-Heptanol,0.01,77.80224411,Good,71.46900306
17,2-Heptanol,0.1,71.12980026,Good,59.41194881
17,2-Heptanol,1,67.89916835,Good,52.72279111
17,2-Heptanol,10,51.56901277,Good,6.085099103
17,Hexane,0,100,Good,100
17,Methyl Palmitate,0.01,39.54516829,Bad,-52.87539369
17,Methyl Palmitate,0.1,98.08296353,Good,98.04549495
17,Methyl Palmitate,1,78.73122616,Good,72.98559304
17,Methyl Palmitate,10,78.83503992,Good,73.1528517
17,Methyl Oleate,0.01,127.9091072,Bad,121.819484
17,Methyl Oleate,0.01,60.72572846,Bad,35.3251537
17,Methyl Oleate,0.1,97.33427155,Good,97.26126429
17,Methyl Oleate,1,88.18438975,Good,86.60124509
17,Methyl Oleate,10,97.6192118,Good,97.5611479
17,Heptadecane,0.01,65.56160421,Good,47.47170055
17,Heptadecane,0.1,117.3100227,Good,114.7557918
17,Heptadecane,1,111.2357401,Good,110.1008364
17,Heptadecane,10,61.27127327,Good,36.79137927
17,Octanoic Acid,0.01,139.604727,Good,128.3691877
17,Octanoic Acid,0.1,99.70977573,Good,99.70893098
17,Octanoic Acid,1,104.8553522,Good,104.6305239
17,Octanoic Acid,10,85.57257921,Good,83.14013563
17,Hexane,0,100,Good,100
17,Methyl Palmitate,0.01,93.33861041,Good,92.86320039
17,Methyl Palmitate,0.1,128.5398302,Good,122.2031025
17,Methyl Palmitate,1,80.44686194,Good,75.69434334
17,Methyl Palmitate,10,65.04447932,Bad,46.25905066
17,Methyl Palmitate,10,83.36421586,Good,80.04445436
17,Heptacosane,0.01,62.63244627,Good,40.33834545
17,Heptacosane,0.1,164.4604759,Good,139.195117
17,Heptacosane,1,132.392955,Good,124.46728
17,Heptacosane,10,121.666245,Good,117.8079343
17,Ethyl Palmitate,0.01,164.1858672,Good,139.0934179
17,Ethyl Palmitate,0.1,190.0458424,Good,147.3811167
17,Ethyl Palmitate,1,167.3387368,Good,140.2409735
17,Ethyl Palmitate,10,169.8270111,Good,141.1165518
17,2-Hydroxyhexanoic Acid (DCM),0.01,204.6104252,Good,151.126635
17,2-Hydroxyhexanoic Acid (DCM),0.1,219.5616007,Good,154.4546953
17,2-Hydroxyhexanoic Acid (DCM),1,173.8985361,Good,142.4952031
17,2-Hydroxyhexanoic Acid (DCM),10,152.7967897,Good,134.5535988
17,Hexane,0,100,Good,100
17,Methyl Palmitate,0.01,221.4824345,Good,154.8496926
17,Methyl Palmitate,0.1,301.1962516,Good,166.7990556
17,Methyl Palmitate,1,312.6577042,Good,168.0161408
17,Methyl Palmitate,10,209.9981227,Good,152.3805267
18,Hexane,0,100,Good,100
18,Methyl Palmitate,0.01,106.1855797,Good,105.825254
18,Methyl Palmitate,0.1,128.1587793,Good,121.9717911
18,Methyl Palmitate,1,121.0538231,Good,117.3921175
18,Methyl Palmitate,10,122.7545243,Good,118.5366074
18,Octanoic Acid,0.01,95.2038722,Good,94.96225553
18,Octanoic Acid,0.1,103.1718976,Good,103.0743814
18,Octanoic Acid,1,100.157722,Good,100.1574736
18,Octanoic Acid,10,153.3202863,Good,134.7770589
18,2-Heptanol,0.01,137.2459876,Good,127.1381249
18,2-Heptanol,0.1,116.6475246,Good,114.2716484
18,2-Heptanol,1,120.8245743,Good,117.2353798
18,2-Heptanol,10,113.9729119,Good,112.2598534
18,Methyl Oleate,0.01,108.2785273,Good,107.6455854
18,Methyl Oleate,0.01,91.79951499,Bad,91.06696259
18,Methyl Oleate,0.1,135.1874351,Good,126.0286284
18,Methyl Oleate,1,105.5411248,Good,105.2502044
18,Methyl Oleate,10,114.8800187,Good,112.9526604
18,Hexane,0,100,Good,100
18,Methyl Palmitate,0.01,63.53368006,Good,42.60316747
18,Methyl Palmitate,0.1,96.03618406,Good,95.87258076
18,Methyl Palmitate,1,65.07798456,Good,46.33820381
18,Methyl Palmitate,10,99.7609725,Good,99.76039979
18,2-Heptanone,0.01,27.07528978,Good,-169.3404606
18,2-Heptanone,0.1,56.80669047,Good,23.96439719
18,2-Heptanone,1,71.45560669,Good,60.05296906
18,2-Heptanone,10,92.39034243,Good,91.763579
18,Hexane,0,100,Good,100
18,Methyl Palmitate,0.01,167.2215781,Good,140.1991052
18,Methyl Palmitate,0.1,108.2320745,Good,107.6059473
18,Methyl Palmitate,0.1,70.35491041,Bad,57.86351027
18,Methyl Palmitate,1,147.756129,Good,132.3209124
18,Methyl Palmitate,10,176.6488305,Good,143.3905112
18,2-Nonanal,0.01,82.26156495,Good,78.4365456
18,2-Nonanal,0.1,258.6521662,Good,161.3380388
18,2-Nonanal,1,160.8609627,Good,137.8345135
18,2-Nonanal,10,184.2585158,Good,145.7284242
18,Hexadecanal,0.01,138.2870055,Good,127.6866256
18,Hexadecanal,0.1,122.9054668,Good,118.6366542
18,Hexadecanal,0.1,60.84857784,Bad,35.65762167
18,Hexadecanal,1,188.4233021,Good,146.9280079
18,Hexadecanal,10,140.8503476,Good,129.0026601
18,2-Hydroxyhexanoic Acid (DCM),0.01,62.68233572,Good,40.46542164
18,2-Hydroxyhexanoic Acid (DCM),0.1,97.06391992,Good,96.97510663
18,2-Hydroxyhexanoic Acid (DCM),1,122.7918335,Good,118.5613594
18,2-Hydroxyhexanoic Acid (DCM),10,88.18751323,Good,86.60526151
18,Hexane,0,100,Good,100
18,Methyl Palmitate,0.01,98.01970774,Good,97.97969989
18,Methyl Palmitate,0.1,88.08367703,Good,86.47158774
18,Methyl Palmitate,1,84.20483984,Good,81.24198064
18,Methyl Palmitate,10,80.83442719,Good,76.29033386
18,Benzoic Acid,0.01,141.3302114,Good,129.24372
18,Benzoic Acid,0.1,175.6756765,Good,143.0769233
18,Benzoic Acid,1,85.107475,Good,82.50150765
18,Benzoic Acid,10,125.1659222,Good,120.1060494
18,trans-Nerolidol,0.01,110.3656896,Good,109.3921305
18,trans-Nerolidol,0.1,126.3958418,Good,120.8834732
18,trans-Nerolidol,1,82.82833332,Good,79.26836627
18,trans-Nerolidol,10,144.9467632,Good,131.0091528
18,Butyric Acid,0.01,49.75641909,Good,-0.979093393
18,Butyric Acid,0.1,70.43796041,Good,58.03109656
18,Butyric Acid,1,89.16468845,Good,87.84797913
18,Butyric Acid,10,97.82820591,Good,97.77999191
18,Hexane,0,100,Good,100
18,Methyl Palmitate,0.01,88.97878702,Good,87.61366236
18,Methyl Palmitate,0.1,55.53522961,Bad,19.93411985
18,Methyl Palmitate,0.1,117.4456573,Good,114.8542379
18,Methyl Palmitate,1,74.73541426,Good,66.19462675
18,Methyl Palmitate,10,129.6839397,Good,122.8894494
18,Dodecyl Aldehyde,0.01,106.5166493,Good,106.1179631
18,Dodecyl Aldehyde,0.1,85.45364773,Good,82.97749406
18,Dodecyl Aldehyde,1,132.8016772,Good,124.6997462
18,Dodecyl Aldehyde,10,82.62461106,Good,78.97068595
18,Ethyl Palmitate,0.01,96.92250408,Good,96.82478703
18,Ethyl Palmitate,0.1,102.0893763,Good,102.0466148
18,Ethyl Palmitate,1,94.61895126,Good,94.31292709
18,Ethyl Palmitate,10,112.446897,Good,111.0691334
18,Heptacosane,0.01,145.8432666,Good,131.4332418
18,Heptacosane,0.1,85.64140075,Good,83.23404437
18,Heptacosane,1,150.4729709,Good,133.5428819
18,Heptacosane,10,73.8017439,Bad,64.50184681
18,Heptacosane,10,127.2811796,Good,121.4337891
18,Hexane,0,100,Good,100
18,Methyl Palmitate,0.01,105.6994676,Good,105.3921441
18,Methyl Palmitate,0.1,83.92207974,Good,80.84184722
18,Methyl Palmitate,1,92.46018962,Good,91.84534402
18,Methyl Palmitate,10,68.70842925,Bad,54.45744999
18,Methyl Palmitate,10,109.4067043,Good,108.5979231
18,Octadecanol,0.01,83.96010294,Good,80.89581064
18,Octadecanol,0.1,82.54874498,Good,78.85945446
18,Octadecanol,1,78.31084813,Good,72.30377095
18,Octadecanol,1,50.15871357,Bad,0.632845468
18,Octadecanol,10,107.1653809,Good,106.6862833
18,Geraniol,0.01,100.6217995,Good,100.617957
18,Geraniol,0.1,61.47573016,Bad,37.33418093
18,Geraniol,0.1,74.10544139,Good,65.05714274
18,Geraniol,1,51.27666996,Bad,4.979535371
18,Geraniol,1,88.72345716,Good,87.29023507
18,Geraniol,10,60.54511229,Good,34.83390118
18,Palmitic Acid,10,71.69546217,Good,60.52115856
18,Hexane,0,100,Good,100
18,Methyl Palmitate,0.01,66.99635123,Good,50.73813997
18,Methyl Palmitate,0.01,38.82225344,Bad,-57.58422331
18,Methyl Palmitate,0.01,71.14163787,Good,59.43534196
18,Methyl Palmitate,0.1,50.86256148,Bad,3.391734322
18,Methyl Palmitate,0.1,43.93772024,Bad,-27.59487624
18,Methyl Palmitate,0.1,73.56275591,Good,64.06164537
18,Methyl Palmitate,1,76.19690514,Good,68.76107394
18,Methyl Palmitate,10,66.26576156,Good,49.09250622